rating,review_text,device,true_label,vader_compound,vader_label,vader_pred_rating,bert_label,bert_score,bert_pred_rating,wc_score,wc_label,wc_pred_rating
5,Finally I got it and love it,iPhone 16,Positive,0.6369,Positive,4.2738,Positive,0.9998812675476074,4.99952507019043,1.0,Positive,5.0
5,Awesome product,iPhone 16,Positive,0.6249,Positive,4.2498000000000005,Positive,0.9998725652694702,4.999490261077881,1.0,Positive,5.0
5,Great experience with great camera,iPhone 16,Positive,0.8481,Positive,4.6962,Positive,0.9998769760131836,4.999507904052734,1.0,Positive,5.0
5,Govinda kumar,iPhone 16,Positive,0.0,Neutral,3.0,Positive,0.9980362057685852,4.992144823074341,0.0,Neutral,3.0
5,Recently changed a smooth ui and best experience,iPhone 16,Positive,0.6369,Positive,4.2738,Positive,0.9954360127449036,4.981744050979614,1.0,Positive,5.0
5,Upgraded 12mini Good battery life and performance Ultramarine the best one,iPhone 16,Positive,0.7964,Positive,4.5928,Positive,0.9994381070137024,4.99775242805481,1.0,Positive,5.0
5,One of the best phone.,iPhone 16,Positive,0.6369,Positive,4.2738,Positive,0.9998133778572083,4.999253511428833,1.0,Positive,5.0
5,"Bought the phone solely for battery performance and assuming camera of iPhones are always good. A bit of disappointment as I switched S22 Plus which offered great screen quality, excellent camera and Galaxy did wonders while iPhone 16 is not performing as expected in terms of battery and camera quality. 1. Touch screen 2. 3. Light weight",iPhone 16,Positive,0.8126,Positive,4.6251999999999995,Negative,0.05474573373794556,1.2189829349517822,1.0,Positive,5.0
5,Mind blowing pictures,iPhone 16,Positive,0.0,Neutral,3.0,Positive,0.9974422454833984,4.989768981933594,0.0,Neutral,3.0
5,received via Flipkart. Everything is perfect about this phone except battery backup. I think need to work on battery,iPhone 16,Positive,0.5719,Positive,4.1438,Positive,0.9926357865333557,4.970543146133423,1.0,Positive,5.0
5,Everything is fantastic go for it,iPhone 16,Positive,0.5574,Positive,4.1148,Positive,0.999884843826294,4.999539375305176,1.0,Positive,5.0
5,like it feel premium,iPhone 16,Positive,0.3612,Positive,3.7224,Positive,0.9993189573287964,4.9972758293151855,1.0,Positive,5.0
5,Just wow its worth the price,iPhone 16,Positive,0.6908,Positive,4.3816,Positive,0.9997624754905701,4.99904990196228,1.0,Positive,5.0
5,My wife 1st i phone thank you,iPhone 16,Positive,0.3612,Positive,3.7224,Positive,0.9995162487030029,4.998064994812012,0.0,Neutral,3.0
4,Battery gets drain in 6-7 hr with even just normal uses. Dont buy this phone. I got frustrated with this issue,iPhone 16,Positive,-0.5267,Negative,1.9466,Negative,0.0008379220962524414,1.0033516883850098,-1.0,Negative,1.0
5,and Bank offer on Flipkart.,iPhone 16,Positive,0.0,Neutral,3.0,Negative,0.08226650953292847,1.3290660381317139,0.0,Neutral,3.0
5,"Upgraded to the 16 12 and it is a great phone. looks and feels sooo good. The photos dont do enough justice to this variant. You definitely do not need to upgrade to this if you are having a 14 or a 15, unless is something that you do not want to live without. Camera is great, though not very sure of the thing, cuz all that is pretty much available on-screen . Also, got a great deal on the exchange and bank offer, so zero co...",iPhone 16,Positive,0.8601,Positive,4.7202,Positive,0.9467346668243408,4.786938667297363,1.0,Positive,5.0
5,Awesome product K,iPhone 16,Positive,0.6249,Positive,4.2498000000000005,Positive,0.9998630285263062,4.999452114105225,1.0,Positive,5.0
4,"The design, build quality, battery backup are also good, sound quality is really impressive and Apple brand value, these are the pros in this mobile. 1.The display is not up to the mark, because the refresh rate only supports 60hz and the display is not vibrant. 2. The camera is also not very impressive just okay. 3. File sharing with android or windows literally headache.. 4. Signal reception is lacking.. 5. features are not useful and totally waste.",iPhone 16,Positive,0.6325,Positive,4.265,Negative,0.0006858110427856445,1.0027432441711426,0.5,Positive,4.0
5,Top notch camera quality and very good performance overall too good without any hesitation go for it,iPhone 16,Positive,0.8275,Positive,4.655,Positive,0.9998074173927307,4.999229669570923,1.0,Positive,5.0
5,Love it no complaints!,iPhone 16,Positive,0.775,Positive,4.55,Positive,0.999859094619751,4.999436378479004,1.0,Positive,5.0
5,My mom love the colour and the phone is amazing ajay,iPhone 16,Positive,0.8402,Positive,4.6804,Positive,0.9998515844345093,4.999406337738037,1.0,Positive,5.0
5,The display is absolutely crazy and also I can say that the haptics of the phone is super smooth but only concerned is that image editing ai is not good as,iPhone 16,Positive,-0.3623,Negative,2.2754,Negative,0.0005317330360412598,1.002126932144165,1.0,Positive,5.0
5,iPhone 16 is a wonderful cell phone . 48MP camera is outstanding. I bought 256GB model. I would recommend to buy the product.,iPhone 16,Positive,0.8807,Positive,4.7614,Positive,0.9997406601905823,4.998962640762329,1.0,Positive,5.0
5,Wonderfully lightweight stuff. Worth purchasing. Improved speakers and a more seamless display. Incredibly cozy to use with one hand. Go for Teal colour.,iPhone 16,Positive,0.9022,Positive,4.8044,Positive,0.9996961355209351,4.99878454208374,1.0,Positive,5.0
5,Colour is very good also camera placement,iPhone 16,Positive,0.4927,Positive,3.9854000000000003,Positive,0.999830961227417,4.999323844909668,1.0,Positive,5.0
5,iPhone 16 is best for those who not buy 15 series. And it has very best hand feel,iPhone 16,Positive,0.9212,Positive,4.8424,Positive,0.9928053021430969,4.971221208572388,1.0,Positive,5.0
5,Its a fake details I havent ordered yet But showing I phone,iPhone 16,Positive,-0.2617,Negative,2.4766,Negative,0.01011955738067627,1.040478229522705,-1.0,Negative,1.0
5,Best for videography and also good for photos if you are interested in little bit editing . Look and feel of the phone is premium and top notch software experience . Battery backup is good considering the form factor and performance is also superb . Major problem is low refresh rate but I tink those who are going to buy they know it already . Overall a good buy if videography is a pr...,iPhone 16,Positive,0.8878,Positive,4.7756,Positive,0.9979853630065918,4.991941452026367,0.7142857142857143,Positive,4.428571428571429
5,Camera 1010 Battery 108 Display 1010 Design 1010 Performance 1010 Finally a in this price segment,iPhone 16,Positive,0.0,Neutral,3.0,Positive,0.7818659543991089,4.1274638175964355,0.0,Neutral,3.0
5,overall a perfect compact phone.,iPhone 16,Positive,0.5719,Positive,4.1438,Positive,0.9997566342353821,4.999026536941528,1.0,Positive,5.0
5,16. . . . . I 2021 . . . . .,iPhone 16,Positive,0.0,Neutral,3.0,Negative,0.035074472427368164,1.1402978897094727,0.0,Neutral,3.0
5,"This is best quality delivered always. When I was installing my backup , it became very hot during camera operation. But after the software update, gradually it became normal. Now it is working well. I also went to Imagine for a checkup and came to know that this is quite normal. Thats it. I hope after the Apple intelligence update we can have some new features and entertainment windows will open for us Thanks, for delivering with promise and safety",iPhone 16,Positive,0.9807,Positive,4.9614,Positive,0.9993765950202942,4.997506380081177,0.0,Neutral,3.0
5,"Amazing device, everything is top notch jayata banerjee",iPhone 16,Positive,0.6808,Positive,4.3616,Positive,0.9998779296875,4.99951171875,1.0,Positive,5.0
5,Bad camera quality at this range. Go for samsumg s25,iPhone 16,Positive,-0.5423,Negative,1.9154,Negative,0.00019496679306030273,1.0007798671722412,-1.0,Negative,1.0
4,"I have switched 6a to iPhone 16 , everything is good but camera is no match to pixel, even with 12 megapixel camera pixel 6a was much better.",iPhone 16,Positive,0.4588,Positive,3.9176,Negative,0.002975642681121826,1.0119025707244873,1.0,Positive,5.0
5,Premium experience,iPhone 16,Positive,0.0,Neutral,3.0,Positive,0.9997678399085999,4.999071359634399,1.0,Positive,5.0
5,Camera is very good but Im really missing a telephoto lens... However the 2x zoom is really lossless zoom and i loved it 1st time using i os... Switching ...its a bit difficult tusk to adujst yourself from a 120hz display to a 60hz display... But i really like the overall experience of this phone...,iPhone 16,Positive,0.6855,Positive,4.371,Positive,0.9605872631072998,4.842349052429199,1.0,Positive,5.0
5,Buy it now everything is good,iPhone 16,Positive,0.4404,Positive,3.8808,Positive,0.9998660087585449,4.99946403503418,1.0,Positive,5.0
5,Awesome phone,iPhone 16,Positive,0.6249,Positive,4.2498000000000005,Positive,0.9998462200164795,4.999384880065918,1.0,Positive,5.0
5,This phone is really amazing,iPhone 16,Positive,0.624,Positive,4.248,Positive,0.9998595714569092,4.999438285827637,1.0,Positive,5.0
5,"iphone is ever good product to buy, but need to improve battery backup also. I think there is no need of camera short cut button, but its good to open in single click, apple intelligence is ok ok feature. Is recommendable product you can buy.",iPhone 16,Positive,0.9319,Positive,4.8637999999999995,Positive,0.9996175765991211,4.998470306396484,1.0,Positive,5.0
4,Absolutely premium product...just now. Thanks flipkart Im glad such a beautiful iphone 16 too good Loved it,iPhone 16,Positive,0.9485,Positive,4.897,Positive,0.9996469020843506,4.998587608337402,1.0,Positive,5.0
5,Amazing purchase,iPhone 16,Positive,0.5859,Positive,4.1718,Positive,0.9998840093612671,4.999536037445068,1.0,Positive,5.0
5,Fantastic product..no flaws,iPhone 16,Positive,0.5574,Positive,4.1148,Positive,0.9998503923416138,4.999401569366455,1.0,Positive,5.0
5,My first iPhone and its literally amazing although I like its performance and camera my overall experience is very good! Adhayan V,iPhone 16,Positive,0.8685,Positive,4.737,Positive,0.9998644590377808,4.999457836151123,1.0,Positive,5.0
4,Good phone like it Ajin B,iPhone 16,Positive,0.6597,Positive,4.3194,Positive,0.9995595812797546,4.9982383251190186,1.0,Positive,5.0
5,"great camera, great battery life, overall a good package.",iPhone 16,Positive,0.9022,Positive,4.8044,Positive,0.9998773336410522,4.999509334564209,1.0,Positive,5.0
5,"Awesome product. If you are an apple fanboy, go for it. , S",iPhone 16,Positive,0.6249,Positive,4.2498000000000005,Positive,0.9998173117637634,4.999269247055054,1.0,Positive,5.0
5,Amazing camera results and big battery life,iPhone 16,Positive,0.5859,Positive,4.1718,Positive,0.9998486042022705,4.999394416809082,1.0,Positive,5.0
5,Amazing camera quality,iPhone 16,Positive,0.5859,Positive,4.1718,Positive,0.9998818635940552,4.999527454376221,1.0,Positive,5.0
5,"Excellent but delivery too late, but I m happy",iPhone 16,Positive,0.8126,Positive,4.6251999999999995,Positive,0.9996005892753601,4.99840235710144,1.0,Positive,5.0
5,Best price on this time Rakesh swami,iPhone 16,Positive,0.6369,Positive,4.2738,Positive,0.9986826777458191,4.994730710983276,1.0,Positive,5.0
5,Just go ahead and buy it.,iPhone 16,Positive,0.0,Neutral,3.0,Positive,0.9993153810501099,4.9972615242004395,0.0,Neutral,3.0
5,Perfect..down to the last .. everything is perfect,iPhone 16,Positive,0.5719,Positive,4.1438,Positive,0.9998844861984253,4.999537944793701,1.0,Positive,5.0
5,Awesome phone as always. Got a good deal on Flipkart,iPhone 16,Positive,0.7906,Positive,4.5812,Positive,0.9997910857200623,4.999164342880249,1.0,Positive,5.0
4,No doubt its built quality is unmatched. better to buy an android phone of this range than this one. Android respects your freedom to,iPhone 16,Positive,0.8809,Positive,4.7618,Neutral,0.5131779909133911,3.0527119636535645,0.0,Neutral,3.0
5,Switched from 12 mini to iPhone 16 - battery 1010 - camera 1010 - hold and feel 1010 - ios 910 - heavy tasking 810 Should you upgrade?? If you are at iPhone 1213 then you should . From 1415 you will minor improvement changes only !,iPhone 16,Positive,0.565,Positive,4.13,Negative,0.0019457340240478516,1.0077829360961914,0.0,Neutral,3.0
5,Md saddam,iPhone 16,Positive,0.0,Neutral,3.0,Negative,0.003571927547454834,1.0142877101898193,0.0,Neutral,3.0
5,Camera quality is excellent Battery backup is durable Performence is superb as I expected,iPhone 16,Positive,0.8316,Positive,4.6632,Positive,0.9996805191040039,4.998722076416016,1.0,Positive,5.0
4,Wonderful product,iPhone 16,Positive,0.5719,Positive,4.1438,Positive,0.9998840093612671,4.999536037445068,1.0,Positive,5.0
3,"The model is excellent with 5 stars on all features except two issues. 1. Battery life is really less. 2. Heating issues in the phone Note if you are a iphone plus, pro or pro max users then dont buy only 16 go with next versions or you will be disappointed",iPhone 16,Neutral,0.1531,Positive,3.3062,Negative,0.21922975778579712,1.8769190311431885,-0.3333333333333333,Negative,2.3333333333333335
5,"Phone is very smooth, battery is far better than 14 which I previously had. 18 is perfectly running with no bugs",iPhone 16,Positive,0.7096,Positive,4.4192,Positive,0.9990247488021851,4.99609899520874,1.0,Positive,5.0
5,Super camera resolution battery also super fast charger performance -100 design-camera design super,iPhone 16,Positive,0.9136,Positive,4.8271999999999995,Neutral,0.5951253175735474,3.3805012702941895,1.0,Positive,5.0
5,Awesome only no words to explain,iPhone 16,Positive,0.4404,Positive,3.8808,Negative,0.04280269145965576,1.171210765838623,1.0,Positive,5.0
5,"First ios ,feeling happy thank u flipkart .",iPhone 16,Positive,0.7717,Positive,4.5434,Positive,0.9997244477272034,4.9988977909088135,1.0,Positive,5.0
5,Performance top notch but App opening time hanging .,iPhone 16,Positive,0.1027,Positive,3.2054,Negative,0.022981107234954834,1.0919244289398193,-1.0,Negative,1.0
5,Very very nice camera quality I love it,iPhone 16,Positive,0.8211,Positive,4.6422,Positive,0.9998787641525269,4.999515056610107,1.0,Positive,5.0
5,Very nice Dileep M C,iPhone 16,Positive,0.4754,Positive,3.9508,Positive,0.9997993111610413,4.999197244644165,1.0,Positive,5.0
5,Product is very good and also delivery boys behaviours is very good,iPhone 16,Positive,0.7496,Positive,4.4992,Positive,0.9998038411140442,4.999215364456177,1.0,Positive,5.0
4,Only for brand..but best,iPhone 16,Positive,0.6369,Positive,4.2738,Positive,0.9946461319923401,4.97858452796936,1.0,Positive,5.0
5,Thankyou flipkart bbd sale food prize and good Look iPhone 16 Im happy full satisfied,iPhone 16,Positive,0.9136,Positive,4.8271999999999995,Positive,0.9995355606079102,4.998142242431641,1.0,Positive,5.0
5,60 sanjay kumar saraf,iPhone 16,Positive,0.0,Neutral,3.0,Positive,0.9923375248908997,4.969350099563599,0.0,Neutral,3.0
5,Great product,iPhone 16,Positive,0.6249,Positive,4.2498000000000005,Positive,0.9998695850372314,4.999478340148926,1.0,Positive,5.0
5,Nice product worth of money reddy,iPhone 16,Positive,0.5719,Positive,4.1438,Positive,0.9996873140335083,4.998749256134033,1.0,Positive,5.0
5,Value for money.,iPhone 16,Positive,0.34,Positive,3.68,Positive,0.9976842403411865,4.990736961364746,0.0,Neutral,3.0
5,My fathers first iphone Colour is awesome and so light in weight It should be available with 256gb Anyways design and camera is awesome,iPhone 16,Positive,0.8481,Positive,4.6962,Positive,0.995636522769928,4.982546091079712,1.0,Positive,5.0
5,Overall good performance,iPhone 16,Positive,0.4404,Positive,3.8808,Positive,0.9998573064804077,4.999429225921631,1.0,Positive,5.0
4,Awesome product,iPhone 16,Positive,0.6249,Positive,4.2498000000000005,Positive,0.9998725652694702,4.999490261077881,1.0,Positive,5.0
5,battery backup is very good harpreet,iPhone 16,Positive,0.4927,Positive,3.9854000000000003,Positive,0.9989173412322998,4.995669364929199,1.0,Positive,5.0
5,iPhone 16 battery is awesome,iPhone 16,Positive,0.6249,Positive,4.2498000000000005,Positive,0.9997808337211609,4.9991233348846436,1.0,Positive,5.0
5,Must buy product,iPhone 16,Positive,0.0,Neutral,3.0,Positive,0.9309013485908508,4.723605394363403,0.0,Neutral,3.0
5,Very handy phone perfect in every aspect ..,iPhone 16,Positive,0.6077,Positive,4.2154,Positive,0.9995880722999573,4.998352289199829,1.0,Positive,5.0
4,On 26 th sep i got this phone . All are good but one thing i noticed that the phone heat up when I open the camera. I didnt know why these thing are happening . While writing this review i only used this phone for 1 hr,iPhone 16,Positive,0.2382,Positive,3.4764,Negative,0.13538479804992676,1.541539192199707,1.0,Positive,5.0
5,All the features are working fine.,iPhone 16,Positive,0.2023,Positive,3.4046,Positive,0.9998186230659485,4.999274492263794,0.0,Neutral,3.0
5,More smoothly then 15,iPhone 16,Positive,0.0,Neutral,3.0,Positive,0.9989004135131836,4.995601654052734,0.0,Neutral,3.0
5,was marvelous except 60 Hz display and battery,iPhone 16,Positive,0.5994,Positive,4.1988,Positive,0.9998371601104736,4.9993486404418945,0.0,Neutral,3.0
5,"is Supreme, Display is Awesome, Performance is outstanding, Battery is worst, Display size is very",iPhone 16,Positive,0.8225,Positive,4.645,Positive,0.9986056685447693,4.994422674179077,0.3333333333333333,Positive,3.6666666666666665
5,"Nice mugambo khush hua, .",iPhone 16,Positive,0.4215,Positive,3.843,Positive,0.9976164102554321,4.9904656410217285,1.0,Positive,5.0
5,Such a great and powerful phone,iPhone 16,Positive,0.7845,Positive,4.569,Positive,0.9998196959495544,4.999278783798218,1.0,Positive,5.0
5,with the best camera,iPhone 16,Positive,0.6369,Positive,4.2738,Positive,0.9998462200164795,4.999384880065918,1.0,Positive,5.0
5,nice product,iPhone 16,Positive,0.4215,Positive,3.843,Positive,0.9998539686203003,4.999415874481201,1.0,Positive,5.0
5,Apple - The name is enough,iPhone 16,Positive,0.0,Neutral,3.0,Positive,0.9915387034416199,4.9661548137664795,0.0,Neutral,3.0
5,Best product Tamilarasan s,iPhone 16,Positive,0.6369,Positive,4.2738,Positive,0.9995502829551697,4.998201131820679,1.0,Positive,5.0
5,"Flipkart is most trusted and best online shopping platform. About the phone there are no words to express the beauty. Camera , performance and quality is amazing. Bought is black colour. This is like my 3rd or 4th iPhone .",iPhone 16,Positive,0.9498,Positive,4.8995999999999995,Positive,0.9997041821479797,4.998816728591919,1.0,Positive,5.0
5,Face a little bit of prb but still happy with my new iphone 16,iPhone 16,Positive,0.7227,Positive,4.4454,Positive,0.9990696310997009,4.996278524398804,1.0,Positive,5.0
5,The iPhone 16 is a very good choice!,iPhone 16,Positive,0.54,Positive,4.08,Positive,0.9997550845146179,4.999020338058472,1.0,Positive,5.0
5,Very nice product,iPhone 16,Positive,0.4754,Positive,3.9508,Positive,0.9998691082000732,4.999476432800293,1.0,Positive,5.0
5,I love this device,iPhone 16,Positive,0.6369,Positive,4.2738,Positive,0.999880313873291,4.999521255493164,1.0,Positive,5.0
5,"The iPhone 16 is a great phone, but the battery doesnt last long adarsh shukla",iPhone 16,Positive,0.3716,Positive,3.7432,Negative,0.04067128896713257,1.1626851558685303,1.0,Positive,5.0
5,Nice phone Thank you flipkart Nice delivery,iPhone 16,Positive,0.7964,Positive,4.5928,Positive,0.9997119307518005,4.998847723007202,1.0,Positive,5.0
5,Its good product. I love you i,iPhone 16,Positive,0.7964,Positive,4.5928,Positive,0.9998800754547119,4.999520301818848,1.0,Positive,5.0
5,"iPhone 16 is an outstanding device with excellent performance, brilliant display, and reliable battery backup. The camera quality is top-notch, and overall it offers a truly premium experience.",iPhone 16,Positive,0.9371,Positive,4.8742,Positive,0.9998610019683838,4.999444007873535,1.0,Positive,5.0
5,Orginal product delivered,iPhone 16,Positive,0.0,Neutral,3.0,Negative,0.0965496301651001,1.3861985206604004,0.0,Neutral,3.0
5,Nice picture and quality is osm.loved it,iPhone 16,Positive,0.4215,Positive,3.843,Positive,0.999870777130127,4.999483108520508,1.0,Positive,5.0
5,Got best product in great deal,iPhone 16,Positive,0.8519,Positive,4.7038,Positive,0.9997641444206238,4.999056577682495,1.0,Positive,5.0
5,Very good product,iPhone 16,Positive,0.4927,Positive,3.9854000000000003,Positive,0.9998735189437866,4.9994940757751465,1.0,Positive,5.0
5,Loved it iphone 16 Always love apple Must buy,iPhone 16,Positive,0.8442,Positive,4.6884,Positive,0.9996358156204224,4.9985432624816895,1.0,Positive,5.0
5,Delivery was very fast ! Compact size and light weight as compare to pro series ! Good choice,iPhone 16,Positive,0.5399,Positive,4.0798000000000005,Positive,0.9994739890098572,4.997895956039429,1.0,Positive,5.0
5,Everything is Good.,iPhone 16,Positive,0.4404,Positive,3.8808,Positive,0.9998549222946167,4.999419689178467,1.0,Positive,5.0
5,Fabulous camer clarity Dinesh K,iPhone 16,Positive,0.7269,Positive,4.4538,Positive,0.9998527765274048,4.999411106109619,1.0,Positive,5.0
5,Very nice phone with ai and good cinematic vidio and photo,iPhone 16,Positive,0.7178,Positive,4.4356,Positive,0.9997852444648743,4.999140977859497,1.0,Positive,5.0
5,Just awesome and battery backup is good,iPhone 16,Positive,0.7906,Positive,4.5812,Positive,0.9998544454574585,4.999417781829834,1.0,Positive,5.0
5,"so its my first iphone after a long time waiting and the experience is as expected amazing! so on the good side, there is no match for the video recording of an iphone as there never were. camera is just fascinating and which is the most craving thing for me. build and looks are completely unmatched to any phone as to be honest there are some phones which comes to comparison but still a phone. the display is too good to be true although 60Hz doesn...",iPhone 16,Positive,0.9304,Positive,4.8608,Positive,0.9371851086616516,4.7487404346466064,1.0,Positive,5.0
5,This product is best Jignesh vinodray dhrangadhariya,iPhone 16,Positive,0.6369,Positive,4.2738,Positive,0.9988008737564087,4.995203495025635,1.0,Positive,5.0
5,I can recommend this phone to anyone. Coz its a power-packed phone in a compact design. Such a premium feel when you hold it. Camera is as usual top notch. Nothing to nitpic. Just go for it,iPhone 16,Positive,0.5106,Positive,4.0212,Positive,0.963552713394165,4.85421085357666,1.0,Positive,5.0
5,best deal flipkart,iPhone 16,Positive,0.6369,Positive,4.2738,Positive,0.9991269707679749,4.996507883071899,1.0,Positive,5.0
5,Nice phone at low price thanks flipkar,iPhone 16,Positive,0.5574,Positive,4.1148,Positive,0.995245635509491,4.980982542037964,1.0,Positive,5.0
5,Always superb no comments,iPhone 16,Positive,0.4404,Positive,3.8808,Positive,0.9977717995643616,4.991087198257446,1.0,Positive,5.0
5,Worth it,iPhone 16,Positive,0.2263,Positive,3.4526,Positive,0.9998801946640015,4.999520778656006,1.0,Positive,5.0
5,Very nice,iPhone 16,Positive,0.4754,Positive,3.9508,Positive,0.9998563528060913,4.999425411224365,1.0,Positive,5.0
5,"Very good product, I love it.",iPhone 16,Positive,0.8122,Positive,4.6244,Positive,0.9998842477798462,4.999536991119385,1.0,Positive,5.0
5,"Nice product Krishna , Serilingampalle m",iPhone 16,Positive,0.4215,Positive,3.843,Positive,0.9992910623550415,4.997164249420166,1.0,Positive,5.0
5,I love this product and discount also,iPhone 16,Positive,0.6369,Positive,4.2738,Positive,0.9998666048049927,4.999466419219971,1.0,Positive,5.0
5,Nice but slow display 60hz,iPhone 16,Positive,0.2263,Positive,3.4526,Negative,0.09543895721435547,1.3817558288574219,0.0,Neutral,3.0
5,"I am buying iPhone for the first time. I have bought an iPhone, not a soap. As people say. It is a brand new phone, there is no problem. No scratches. Best deal, best offer, best phone 100 battery health 0 damage Seal pack box",iPhone 16,Positive,0.7165,Positive,4.433,Positive,0.967369794845581,4.869479179382324,0.5,Positive,4.0
5,Best camera quality for video,iPhone 16,Positive,0.6369,Positive,4.2738,Positive,0.9995593428611755,4.998237371444702,1.0,Positive,5.0
5,Excellent as always.Nice job apple,iPhone 16,Positive,0.5719,Positive,4.1438,Positive,0.9998708963394165,4.999483585357666,1.0,Positive,5.0
5,I like it,iPhone 16,Positive,0.3612,Positive,3.7224,Positive,0.9998593330383301,4.99943733215332,0.0,Neutral,3.0
5,Excellent and interesting discount,iPhone 16,Positive,0.7506,Positive,4.5012,Positive,0.9998811483383179,4.9995245933532715,1.0,Positive,5.0
4,"I have a great experience with iphone 16, all upgraded features is good, I highly recommend for 16 256 gb",iPhone 16,Positive,0.8687,Positive,4.7374,Positive,0.9997329115867615,4.998931646347046,1.0,Positive,5.0
5,best phone in series and also better then 17,iPhone 16,Positive,0.7964,Positive,4.5928,Positive,0.9965051412582397,4.986020565032959,1.0,Positive,5.0
5,Good phone camera quality is a awesome,iPhone 16,Positive,0.7906,Positive,4.5812,Positive,0.9998356103897095,4.999342441558838,1.0,Positive,5.0
5,Received in good condition... fast delivery.....all over experience is good.... and thanks flipkart....... in advance,iPhone 16,Positive,0.8271,Positive,4.6541999999999994,Positive,0.9998537302017212,4.999414920806885,1.0,Positive,5.0
5,Very happy with the mobile,iPhone 16,Positive,0.6115,Positive,4.223,Positive,0.9998558759689331,4.999423503875732,1.0,Positive,5.0
5,Had been using it for some time and is totally worth the money,iPhone 16,Positive,0.2944,Positive,3.5888,Positive,0.9997984766960144,4.999193906784058,1.0,Positive,5.0
5,"Best ever, look wise and performance wise.",iPhone 16,Positive,0.886,Positive,4.772,Positive,0.9998750686645508,4.999500274658203,1.0,Positive,5.0
5,"We all are know that iphone have no substitute, its amazing device and also my first iphone so its become very excited... No regret",iPhone 16,Positive,0.8002,Positive,4.6004000000000005,Positive,0.9993451237678528,4.997380495071411,1.0,Positive,5.0
5,Excellent product,iPhone 16,Positive,0.5719,Positive,4.1438,Positive,0.9998617172241211,4.999446868896484,1.0,Positive,5.0
5,. best color. Significantly awesome!,iPhone 16,Positive,0.8622,Positive,4.7244,Positive,0.9998829364776611,4.9995317459106445,1.0,Positive,5.0
5,The phone is good except the 60 Hz refresh rate,iPhone 16,Positive,0.4404,Positive,3.8808,Positive,0.9992490410804749,4.996996164321899,1.0,Positive,5.0
5,Very nice and black colour,iPhone 16,Positive,0.4754,Positive,3.9508,Positive,0.9998672008514404,4.999468803405762,1.0,Positive,5.0
5,"Upgraded 16, and its nice, the battwru backup is very nice and so is the camera. Just some heating issue in summers.",iPhone 16,Positive,0.7089,Positive,4.4178,Positive,0.9985111355781555,4.994044542312622,0.0,Neutral,3.0
5,Perfect product,iPhone 16,Positive,0.5719,Positive,4.1438,Positive,0.9998705387115479,4.999482154846191,1.0,Positive,5.0
5,"I am loving it. Yes the battery is a bit problematic, it drained early. Apple should work on it.",iPhone 16,Positive,0.296,Positive,3.592,Positive,0.9871528744697571,4.948611497879028,0.0,Neutral,3.0
5,Very good product,iPhone 16,Positive,0.4927,Positive,3.9854000000000003,Positive,0.9998735189437866,4.9994940757751465,1.0,Positive,5.0
5,Upgraded 11 to 16. Its good,iPhone 16,Positive,0.4404,Positive,3.8808,Positive,0.9998277425765991,4.9993109703063965,1.0,Positive,5.0
5,"As a First time iphone user, i find the phone good",iPhone 16,Positive,0.4404,Positive,3.8808,Positive,0.9991826415061951,4.99673056602478,1.0,Positive,5.0
